1 2 3
29 138 1
138 1 29
138 29 1
1 29 139
1 139 29
29 1 139
29 139 1
139 1 29
139 29 1
1 29 140
1 140 29
29 1 140
29 140 1
140 1 29
140 29 1
1 29 141
1 141 29
29 1 141
29 141 1
141 1 29
141 29 1
1 29 142
1 142 29
29 1 142
29 142 1
142 1 29
142 29 1
1 29 143
1 143 29
29 1 143
29 143 1
143 1 29
143 29 1
1 29 144
1 144 29
29 1 144
29 144 1
144 1 29
144 29 1
1 29 145
1 145 29
29 1 145
29 145 1
145 1 29
145 29 1
1 29 146
1 146 29
29 1 146
29 146 1
146 1 29
146 29 1
1 29 147
1 147 29
29 1 147
29 147 1
147 1 29
147 29 1
1 29 148
1 148 29
29 1 148
29 148 1
148 1 29
148 29 1
1 29 149
1 149 29
29 1 149
29 149 1
149 1 29
149 29 1
1 29 150
1 150 29
29 1 150
29 150 1
150 1 29
150 29 1
1 30 31
1 31 30
30 1 31
30 31 1
31 1 30
31 30 1
1 30 32
1 32 30
30 1 32
30 32 1
32 1 30
32 30 1
1 30 33
1 33 30
30 1 33
30 33 1
33 1 30
33 30 1
1 30 34
1 34 30
30 1 34
30 34 1
34 1 30
34 30 1
1 30 35
1 35 30
30 1 35
30 35 1
35 1 30
35 30 1
1 30 36
1 36 30
30 1 36
30 36 1
36 1 30
36 30 1
1 30 37
1 37 30
30 1 37
30 37 1
37 1 30
37 30 1
1 30 38
1 38 30
30 1 38
30 38 1
38 1 30
38 30 1
1 30 39
1 39 30
30 1 39
30 39 1
39 1 30
39 30 1
1 30 40
1 40 30
30 1 40
30 40 1
40 1 30
40 30 1
1 30 41
1 41 30
30 1 41
30 41 1
41 1 30
41 30 1
1 30 42
1 42 30
30 1 42
30 42 1
42 1 30
42 30 1
1 30 43
1 43 30
30 1 43
30 43 1
43 1 30
43 30 1
1 30 44
1 44 30
30 1 44
30 44 1
44 1 30
44 30 1
1 30 45
1 45 30
30 1 45
30 45 1
45 1 30
45 30 1
1 30 46
1 46 30
30 1 46
30 46 1
46 1 30
46 30 1
1 30 47
1 47 30
30 1 47
30 47 1
47 1 30
47 30 1
1 30 48
1 48 30
30 1 48
30 48 1
48 1 30
48 30 1
1 30 49
1 49 30
30 1 49
30 49 1
49 1 30
49 30 1
1 30 50
1 50 30
30 1 50
30 50 1
50 1 30
50 30 1
1 30 51
1 51 30
30 1 51
30 51 1
51 1 30
51 30 1
1 30 52
1 52 30
30 1 52
30 52 1
52 1 30
52 30 1
1 30 53
1 53 30
30 1 53
30 53 1
53 1 30
53 30 1
1 30 54
1 54 30
30 1 54
30 54 1
54 1 30
54 30 1
1 30 55
1 55 30
30 1 55
30 55 1
55 1 30
55 30 1
1 30 56
1 56 30
30 1 56
30 56 1
56 1 30
56 30 1
1 30 57
1 57 30
30 1 57
30 57 1
57 1 30
57 30 1
1 30 58
1 58 30
30 1 58
30 58 1
58 1 30
58 30 1
1 30 59
1 59 30
30 1 59
30 59 1
59 1 30
59 30 1
1 30 60
1 60 30
30 1 60
30 60 1
60 1 30
60 30 1
1 30 61
1 61 30
30 1 61
30 61 1
61 1 30
61 30 1
1 30 62
1 62 30
30 1 62
30 62 1
62 1 30
62 30 1
1 30 63
1 63 30
30 1 63
30 63 1
63 1 30
63 30 1
1 30 64
1 64 30
30 1 64
30 64 1
64 1 30
64 30 1
1 30 65
1 65 30
30 1 65
30 65 1
65 1 30
65 30 1
1 30 66
1 66 30
30 1 66
30 66 1
66 1 30
66 30 1
1 30 67
1 67 30
30 1 67
30 67 1
67 1 30
67 30 1
1 30 68
1 68 30
30 1 68
30 68 1
68 1 30
68 30 1
1 30 69
1 69 30
30 1 69
30 69 1
69 1 30
69 30 1
1 30 70
1 70 30
30 1 70
30 70 1
70 1 30
70 30 1
1 30 71
1 71 30
30 1 71
30 71 1
71 1 30
71 30 1
1 30 72
1 72 30
30 1 72
30 72 1
72 1 30
72 30 1
1 30 73
1 73 30
30 1 73
30 73 1
73 1 30
73 30 1
1 30 74
1 74 30
30 1 74
30 74 1
74 1 30
74 30 1
1 30 75
1 75 30
30 1 75
30 75 1
75 1 30
75 30 1
1 30 76
1 76 30
30 1 76
30 76 1
76 1 30
76 30 1
1 30 77
1 77 30
30 1 77
30 77 1
77 1 30
77 30 1
1 30 78
1 78 30
30 1 78
30 78 1
78 1 30
78 30 1
1 30 79
1 79 30
30 1 79
30 79 1
79 1 30
79 30 1
1 30 80
1 80 30
30 1 80
30 80 1
80 1 30
80 30 1
1 30 81
1 81 30
30 1 81
30 81 1
81 1 30
81 30 1
1 30 82
1 82 30
30 1 82
30 82 1
82 1 30
82 30 1
1 30 83
1 83 30
30 1 83
30 83 1
83 1 30
83 30 1
1 30 84
1 84 30
30 1 84
30 84 1
84 1 30
84 30 1
1 30 85
1 85 30
30 1 85
30 85 1
85 1 30
85 30 1
1 30 86
1 86 30
30 1 86
30 86 1
86 1 30
86 30 1
1 30 87
1 87 30
30 1 87
30 87 1
87 1 30
87 30 1
1 30 88
1 88 30
30 1 88
30 88 1
88 1 30
88 30 1
1 30 89
1 89 30
30 1 89
30 89 1
89 1 30
89 30 1
1 30 90
1 90 30
30 1 90
30 90 1
90 1 30
90 30 1
1 30 91
1 91 30
30 1 91
30 91 1
91 1 30
91 30 1
1 30 92
1 92 30
30 1 92
30 92 1
92 1 30
92 30 1
1 30 93
1 93 30
30 1 93
30 93 1
93 1 30
93 30 1
1 30 94
1 94 30
30 1 94
30 94 1
94 1 30
94 30 1
1 30 95
1 95 30
30 1 95
30 95 1
95 1 30
95 30 1
1 30 96
1 96 30
30 1 96
30 96 1
96 1 30
96 30 1
1 30 97
1 97 30
30 1 97
30 97 1
97 1 30
97 30 1
1 30 98
1 98 30
30 1 98
30 98 1
98 1 30
98 30 1
1 30 99
1 99 30
30 1 99
30 99 1
99 1 30
99 30 1
1 30 100
1 100 30
30 1 100
30 100 1
100 1 30
100 30 1
1 30 101
1 101 30
30 1 101
30 101 1
101 1 30
101 30 1
1 30 102
1 102 30
30 1 102
30 102 1
102 1 30
102 30 1
1 30 103
1 103 30
30 1 103
30 103 1
103 1 30
103 30 1
1 30 104
1 104 30
30 1 104
30 104 1
104 1 30
104 30 1
1 30 105
1 105 30
30 1 105
30 105 1
105 1 30
105 30 1
1 30 106
1 106 30
30 1 106
30 106 1
106 1 30
106 30 1
1 30 107
1 107 30
30 1 107
30 107 1
107 1 30
107 30 1
1 30 108
1 108 30
30 1 108
30 108 1
108 1 30
108 30 1
1 30 109
1 109 30
30 1 109
30 109 1
109 1 30
109 30 1
1 30 110
1 110 30
30 1 110
30 110 1
110 1 30
110 30 1
1 30 111
1 111 30
30 1 111
30 111 1
111 1 30
111 30 1
1 30 112
1 112 30
30 1 112
30 112 1
112 1 30
112 30 1
1 30 113
1 113 30
30 1 113
30 113 1
113 1 30
113 30 1
1 30 114
1 114 30
30 1 114
30 114 1
114 1 30
114 30 1
1 30 115
1 115 30
30 1 115
30 115 1
115 1 30
115 30 1
1 30 116
1 116 30
30 1 116
30 116 1
116 1 30
116 30 1
1 30 117
1 117 30
30 1 117
30 117 1
117 1 30
117 30 1
1 30 118
1 118 30
30 1 118
30 118 1
118 1 30
118 30 1
1 30 119
1 119 30
30 1 119
30 119 1
119 1 30
119 30 1
1 30 120
1 120 30
30 1 120
30 120 1
120 1 30
120 30 1
1 30 121
1 121 30
30 1 121
30 121 1
121 1 30
121 30 1
1 30 122
1 122 30
30 1 122
30 122 1
122 1 30
122 30 1
1 30 123
1 123 30
30 1 123
30 123 1
123 1 30
123 30 1
1 30 124
1 124 30
30 1 124
30 124 1
124 1 30
124 30 1
1 30 125
1 125 30
30 1 125
30 125 1
125 1 30
125 30 1
1 30 126
1 126 30
30 1 126
30 126 1
126 1 30
126 30 1
1 30 127
1 127 30
30 1 127
30 127 1
127 1 30
127 30 1
1 30 128
1 128 30
30 1 128
30 128 1
128 1 30
128 30 1
1 30 129
1 129 30
30 1 129
30 129 1
129 1 30
129 30 1
1 30 130
1 130 30
30 1 130
30 130 1
130 1 30
130 30 1
1 30 131
1 131 30
30 1 131
30 131 1
131 1 30
131 30 1
1 30 132
1 132 30
30 1 132
30 132 1
132 1 30
132 30 1
1 30 133
1 133 30
30 1 133
30 133 1
133 1 30
133 30 1
1 30 134
1 134 30
30 1 134
30 134 1
134 1 30
134 30 1
1 30 135
1 135 30
30 1 135
30 135 1
135 1 30
135 30 1
1 30 136
1 136 30
30 1 136
30 136 1
136 1 30
136 30 1
1 30 137
1 137 30
30 1 137
30 137 1
137 1 30
137 30 1
1 30 138
1 138 30
30 1 138
30 138 1
138 1 30
138 30 1
1 30 139
1 139 30
30 1 139
30 139 1
139 1 30
139 30 1
1 30 140
1 140 30
30 1 140
30 140 1
140 1 30
140 30 1
1 30 141
1 141 30
30 1 141
30 141 1
141 1 30
141 30 1
1 30 142
1 142 30
30 1 142
30 142 1
142 1 30
142 30 1
1 30 143
1 143 30
30 1 143
30 143 1
143 1 30
143 30 1
1 30 144
1 144 30
30 1 144
30 144 1
144 1 30
144 30 1
1 30 145
1 145 30
30 1 145
30 145 1
145 1 30
145 30 1
1 30 146
1 146 30
30 1 146
30 146 1
146 1 30
146 30 1
1 30 147
1 147 30
30 1 147
30 147 1
147 1 30
147 30 1
1 30 148
1 148 30
30 1 148
30 148 1
148 1 30
148 30 1
1 30 149
1 149 30
30 1 149
30 149 1
149 1 30
149 30 1
1 30 150
1 150 30
30 1 150
30 150 1
150 1 30
150 30 1
1 31 32
1 32 31
31 1 32
31 32 1
32 1 31
32 31 1
1 31 33
1 33 31
31 1 33
31 33 1
33 1 31
33 31 1
1 31 34
1 34 31
31 1 34
31 34 1
34 1 31
34 31 1
1 31 35
1 35 31
31 1 35
31 35 1
35 1 31
35 31 1
1 31 36
1 36 31
31 1 36
31 36 1
36 1 31
36 31 1
1 31 37
1 37 31
31 1 37
31 37 1
37 1 31
37 31 1
1 31 38
1 38 31
31 1 38
31 38 1
38 1 31
38 31 1
1 31 39
1 39 31
31 1 39
31 39 1
39 1 31
39 31 1
1 31 40
1 40 31
31 1 40
31 40 1
40 1 31
40 31 1
1 31 41
1 41 31
31 1 41
31 41 1
41 1 31
41 31 1
1 31 42
1 42 31
31 1 42
31 42 1
42 1 31
42 31 1
1 31 43
1 43 31
31 1 43
31 43 1
43 1 31
43 31 1
1 31 44
1 44 31
31 1 44
31 44 1
44 1 31
44 31 1
1 31 45
1 45 31
31 1 45
31 45 1
45 1 31
45 31 1
1 31 46
1 46 31
31 1 46
31 46 1
46 1 31
46 31 1
1 31 47
1 47 31
31 1 47
31 47 1
47 1 31
47 31 1
1 31 48
1 48 31
31 1 48
31 48 1
48 1 31
48 31 1
1 31 49
1 49 31
31 1 49
31 49 1
49 1 31
49 31 1
1 31 50
1 50 31
31 1 50
31 50 1
50 1 31
50 31 1
1 31 51
1 51 31
31 1 51
31 51 1
51 1 31
51 31 1
1 31 52
1 52 31
31 1 52
31 52 1
52 1 31
52 31 1
1 31 53
1 53 31
31 1 53
31 53 1
53 1 31
53 31 1
1 31 54
1 54 31
31 1 54
31 54 1
54 1 31
54 31 1
1 31 55
1 55 31
31 1 55
31 55 1
55 1 31
55 31 1
1 31 56
1 56 31
31 1 56
31 56 1
56 1 31
56 31 1
1 31 57
1 57 31
31 1 57
31 57 1
57 1 31
57 31 1
1 31 58
1 58 31
31 1 58
31 58 1
58 1 31
58 31 1
1 31 59
1 59 31
31 1 59
31 59 1
59 1 31
59 31 1
1 31 60
1 60 31
31 1 60
31 60 1
60 1 31
60 31 1
1 31 61
1 61 31
31 1 61
31 61 1
61 1 31
61 31 1
1 31 62
1 62 31
31 1 62
31 62 1
62 1 31
62 31 1
1 31 63
1 63 31
31 1 63
31 63 1
63 1 31
63 31 1
1 31 64
1 64 31
31 1 64
31 64 1
64 1 31
64 31 1
1 31 65
1 65 31
31 1 65
31 65 1
65 1 31
65 31 1
1 31 66
1 66 31
31 1 66
31 66 1
66 1 31
66 31 1
1 31 67
1 67 31
31 1 67
31 67 1
67 1 31
67 31 1
1 31 68
1 68 31
31 1 68
31 68 1
68 1 31
68 31 1
1 31 69
1 69 31
31 1 69
31 69 1
69 1 31
69 31 1
1 31 70
1 70 31
31 1 70
31 70 1
70 1 31
70 31 1
1 31 71
1 71 31
31 1 71
31 71 1
71 1 31
71 31 1
1 31 72
1 72 31
31 1 72
31 72 1
72 1 31
72 31 1
1 31 73
1 73 31
31 1 73
31 73 1
73 1 31
73 31 1
1 31 74
1 74 31
31 1 74
31 74 1
74 1 31
74 31 1
1 31 75
1 75 31
31 1 75
31 75 1
75 1 31
75 31 1
1 31 76
1 76 31
31 1 76
31 76 1
76 1 31
76 31 1
1 31 77
1 77 31
31 1 77
31 77 1
77 1 31
77 31 1
1 31 78
1 78 31
31 1 78
31 78 1
78 1 31
78 31 1
1 31 79
1 79 31
31 1 79
31 79 1
79 1 31
79 31 1
1 31 80
1 80 31
31 1 80
31 80 1
80 1 31
80 31 1
1 31 81
1 81 31
31 1 81
31 81 1
81 1 31
81 31 1
1 31 82
1 82 31
31 1 82
31 82 1
82 1 31
82 31 1
1 31 83
1 83 31
31 1 83
31 83 1
83 1 31
83 31 1
1 31 84
1 84 31
31 1 84
31 84 1
84 1 31
84 31 1
1 31 85
1 85 31
31 1 85
31 85 1
85 1 31
85 31 1
1 31 86
1 86 31
31 1 86
31 86 1
86 1 31
86 31 1
1 31 87
1 87 31
31 1 87
31 87 1
87 1 31
87 31 1
1 31 88
1 88 31
31 1 88
31 88 1
88 1 31
88 31 1
1 31 89
1 89 31
31 1 89
31 89 1
89 1 31
89 31 1
1 31 90
1 90 31
31 1 90
31 90 1
90 1 31
90 31 1
1 31 91
1 91 31
31 1 91
31 91 1
91 1 31
91 31 1
1 31 92
1 92 31
31 1 92
31 92 1
92 1 31
92 31 1
1 31 93
1 93 31
31 1 93
31 93 1
93 1 31
93 31 1
1 31 94
1 94 31
31 1 94
31 94 1
94 1 31
94 31 1
1 31 95
1 95 31
31 1 95
31 95 1
95 1 31
95 31 1
1 31 96
1 96 31
31 1 96
31 96 1
96 1 31
96 31 1
1 31 97
1 97 31
31 1 97
31 97 1
97 1 31
97 31 1
1 31 98
1 98 31
31 1 98
31 98 1
98 1 31
98 31 1
1 31 99
1 99 31
31 1 99
31 99 1
99 1 31
99 31 1
1 31 100
1 100 31
31 1 100
31 100 1
100 1 31
100 31 1
1 31 101
1 101 31
31 1 101
31 101 1
101 1 31
101 31 1
1 31 102
1 102 31
31 1 102
31 102 1
102 1 31
102 31 1
1 31 103
1 103 31
31 1 103
31 103 1
103 1 31
103 31 1
1 31 104
1 104 31
31 1 104
31 104 1
104 1 31
104 31 1
1 31 105
1 105 31
31 1 105
31 105 1
105 1 31
105 31 1
1 31 106
1 106 31
31 1 106
31 106 1
106 1 31
106 31 1
1 31 107
1 107 31
31 1 107
31 107 1
107 1 31
107 31 1
1 31 108
1 108 31
31 1 108
31 108 1
108 1 31
108 31 1
1 31 109
1 109 31
31 1 109
31 109 1
109 1 31
109 31 1
1 31 110
1 110 31
31 1 110
31 110 1
110 1 31
110 31 1
1 31 111
1 111 31
31 1 111
31 111 1
111 1 31
111 31 1
1 31 112
1 112 31
31 1 112
31 112 1
112 1 31
112 31 1
1 31 113
1 113 31
31 1 113
31 113 1
113 1 31
113 31 1
1 31 114
1 114 31
31 1 114
31 114 1
114 1 31
114 31 1
1 31 115
1 115 31
31 1 115
31 115 1
115 1 31
115 31 1
1 31 116
1 116 31
31 1 116
31 116 1
116 1 31
116 31 1
1 31 117
1 117 31
31 1 117
31 117 1
117 1 31
117 31 1
1 31 118
1 118 31
31 1 118
31 118 1
118 1 31
118 31 1
1 31 119
1 119 31
31 1 119
31 119 1
119 1 31
119 31 1
1 31 120
1 120 31
31 1 120
31 120 1
120 1 31
120 31 1
1 31 121
1 121 31
31 1 121
31 121 1
121 1 31
121 31 1
1 31 122
1 122 31
31 1 122
31 122 1
122 1 31
122 31 1
1 31 123
1 123 31
31 1 123
31 123 1
123 1 31
123 31 1
1 31 124
1 124 31
31 1 124
31 124 1
124 1 31
124 31 1
1 31 125
1 125 31
31 1 125
31 125 1
125 1 31
125 31 1
1 31 126
1 126 31
31 1 126
31 126 1
126 1 31
126 31 1
1 31 127
1 127 31
31 1 127
31 127 1
127 1 31
127 31 1
1 31 128
1 128 31
31 1 128
31 128 1
128 1 31
128 31 1
1 31 129
1 129 31
31 1 129
31 129 1
129 1 31
129 31 1
1 31 130
1 130 31
31 1 130
31 130 1
130 1 31
130 31 1
1 31 131
1 131 31
31 1 131
31 131 1
131 1 31
131 31 1
1 31 132
1 132 31
31 1 132
31 132 1
132 1 31
132 31 1
1 31 133
1 133 31
31 1 133
31 133 1
133 1 31
133 31 1
1 31 134
1 134 31
31 1 134
31 134 1
134 1 31
134 31 1
1 31 135
1 135 31
31 1 135
31 135 1
135 1 31
135 31 1
1 31 136
1 136 31
31 1 136
31 136 1
136 1 31
136 31 1
1 31 137
1 137 31
31 1 137
31 137 1
137 1 31
137 31 1
1 31 138
1 138 31
31 1 138
31 138 1
138 1 31
138 31 1
1 31 139
1 139 31
31 1 139
31 139 1
139 1 31
139 31 1
1 31 140
1 140 31
31 1 140
31 140 1
140 1 31
140 31 1
1 31 141
1 141 31
31 1 141
31 141 1
141 1 31
141 31 1
1 31 142
1 142 31
31 1 142
31 142 1
142 1 31
142 31 1
1 31 143
1 143 31
31 1 143
31 143 1
143 1 31
143 31 1
1 31 144
1 144 31
31 1 144
31 144 1
144 1 31
144 31 1
1 31 145
1 145 31
31 1 145
31 145 1
145 1 31
145 31 1
1 31 146
1 146 31
31 1 146
31 146 1
146 1 31
146 31 1
1 31 147
1 147 31
31 1 147
31 147 1
147 1 31
147 31 1
1 31 148
1 148 31
31 1 148
31 148 1
148 1 31
148 31 1
1 31 149
1 149 31
31 1 149
31 149 1
149 1 31
149 31 1
1 31 150
1 150 31
31 1 150
31 150 1
150 1 31
150 31 1
1 32 33
1 33 32
32 1 33
32 33 1
33 1 32
33 32 1
1 32 34
1 34 32
32 1 34
32 34 1
34 1 32
34 32 1
1 32 35
1 35 32
32 1 35
32 35 1
35 1 32
35 32 1
1 32 36
1 36 32
32 1 36
32 36 1
36 1 32
36 32 1
1 32 37
1 37 32
32 1 37
32 37 1
37 1 32
37 32 1
1 32 38
1 38 32
32 1 38
32 38 1
38 1 32
38 32 1
1 32 39
1 39 32
32 1 39
32 39 1
39 1 32
39 32 1
1 32 40
1 40 32
32 1 40
32 40 1
40 1 32
40 32 1
1 32 41
1 41 32
32 1 41
32 41 1
41 1 32
41 32 1
1 32 42
1 42 32
32 1 42
32 42 1
42 1 32
42 32 1
1 32 43
1 43 32
32 1 43
32 43 1
43 1 32
43 32 1
1 32 44
1 44 32
32 1 44
32 44 1
44 1 32
44 32 1
1 32 45
1 45 32
32 1 45
32 45 1
45 1 32
45 32 1
1 32 46
1 46 32
32 1 46
32 46 1
46 1 32
46 32 1
1 32 47
1 47 32
32 1 47
32 47 1
47 1 32
47 32 1
1 32 48
1 48 32
32 1 48
32 48 1
48 1 32
48 32 1
1 32 49
1 49 32
32 1 49
32 49 1
49 1 32
49 32 1
1 32 50
1 50 32
32 1 50
32 50 1
50 1 32
50 32 1
1 32 51
1 51 32
32 1 51
32 51 1
51 1 32
51 32 1
1 32 52
1 52 32
32 1 52
32 52 1
52 1 32
52 32 1
1 32 53
1 53 32
32 1 53
32 53 1
53 1 32
53 32 1
1 32 54
1 54 32
32 1 54
32 54 1
54 1 32
54 32 1
1 32 55
1 55 32
32 1 55
32 55 1
55 1 32
55 32 1
1 32 56
1 56 32
32 1 56
32 56 1
56 1 32
56 32 1
1 32 57
1 57 32
32 1 57
32 57 1
57 1 32
57 32 1
1 32 58
1 58 32
32 1 58
32 58 1
58 1 32
58 32 1
1 32 59
1 59 32
32 1 59
32 59 1
59 1 32
59 32 1
1 32 60
1 60 32
32 1 60
32 60 1
60 1 32
60 32 1
1 32 61
1 61 32
32 1 61
32 61 1
61 1 32
61 32 1
1 32 62
1 62 32
32 1 62
32 62 1
62 1 32
62 32 1
1 32 63
1 63 32
32 1 63
32 63 1
63 1 32
63 32 1
1 32 64
1 64 32
32 1 64
32 64 1
64 1 32
64 32 1
1 32 65
1 65 32
32 1 65
32 65 1
65 1 32
65 32 1
1 32 66
1 66 32
32 1 66
32 66 1
66 1 32
66 32 1
1 32 67
1 67 32
32 1 67
32 67 1
67 1 32
67 32 1
1 32 68
1 68 32
32 1 68
32 68 1
68 1 32
68 32 1
1 32 69
1 69 32
32 1 69
32 69 1
69 1 32
69 32 1
1 32 70
1 70 32
32 1 70
32 70 1
70 1 32
70 32 1
1 32 71
1 71 32
32 1 71
32 71 1
71 1 32
71 32 1
1 32 72
1 72 32
32 1 72
32 72 1
72 1 32
72 32 1
1 32 73
1 73 32
32 1 73
32 73 1
73 1 32
73 32 1
1 32 74
1 74 32
32 1 74
32 74 1
74 1 32
74 32 1
1 32 75
1 75 32
32 1 75
32 75 1
75 1 32
75 32 1
1 32 76
1 76 32
32 1 76
32 76 1
76 1 32
76 32 1
1 32 77
1 77 32
32 1 77
32 77 1
77 1 32
77 32 1
1 32 78
1 78 32
32 1 78
32 78 1
78 1 32
78 32 1
1 32 79
1 79 32
32 1 79
32 79 1
79 1 32
79 32 1
1 32 80
1 80 32
32 1 80
32 80 1
80 1 32
80 32 1
1 32 81
1 81 32
32 1 81
32 81 1
81 1 32
81 32 1
1 32 82
1 82 32
32 1 82
32 82 1
82 1 32
82 32 1
1 32 83
1 83 32
32 1 83
32 83 1
83 1 32
83 32 1
1 32 84
1 84 32
32 1 84
32 84 1
84 1 32
84 32 1
1 32 85
1 85 32
32 1 85
32 85 1
85 1 32
85 32 1
1 32 86
1 86 32
32 1 86
32 86 1
86 1 32
86 32 1
1 32 87
1 87 32
32 1 87
32 87 1
87 1 32
87 32 1
1 32 88
1 88 32
32 1 88
32 88 1
88 1 32
88 32 1
1 32 89
1 89 32
32 1 89
32 89 1
89 1 32
89 32 1
1 32 90
1 90 32
32 1 90
32 90 1
90 1 32
90 32 1
1 32 91
1 91 32
32 1 91
32 91 1
91 1 32
91 32 1
1 32 92
1 92 32
32 1 92
32 92 1
92 1 32
92 32 1
1 32 93
1 93 32
32 1 93
32 93 1
93 1 32
93 32 1
1 32 94
1 94 32
32 1 94
32 94 1
94 1 32
94 32 1
1 32 95
1 95 32
32 1 95
32 95 1
95 1 32
95 32 1
1 32 96
1 96 32
32 1 96
32 96 1
96 1 32
96 32 1
1 32 97
1 97 32
32 1 97
32 97 1
97 1 32
97 32 1
1 32 98
1 98 32
32 1 98
32 98 1
98 1 32
98 32 1
1 32 99
1 99 32
32 1 99
32 99 1
99 1 32
99 32 1
1 32 100
1 100 32
32 1 100
32 100 1
100 1 32
100 32 1
1 32 101
1 101 32
32 1 101
32 101 1
101 1 32
101 32 1
1 32 102
1 102 32
32 1 102
32 102 1
102 1 32
102 32 1
1 32 103
1 103 32
32 1 103
32 103 1
103 1 32
103 32 1
1 32 104
1 104 32
32 1 104
32 104 1
104 1 32
104 32 1
1 32 105
1 105 32
32 1 105
32 105 1
105 1 32
105 32 1
1 32 106
1 106 32
32 1 106
32 106 1
106 1 32
106 32 1
1 32 107
1 107 32
32 1 107
32 107 1
107 1 32
107 32 1
1 32 108
1 108 32
32 1 108
32 108 1
108 1 32
108 32 1
1 32 109
1 109 32
32 1 109
32 109 1
109 1 32
109 32 1
1 32 110
1 110 32
32 1 110
32 110 1
110 1 32
110 32 1
1 32 111
1 111 32
32 1 111
32 111 1
111 1 32
111 32 1
1 32 112
1 112 32
32 1 112
32 112 1
112 1 32
112 32 1
1 32 113
1 113 32
32 1 113
32 113 1
113 1 32
113 32 1
1 32 114
1 114 32
32 1 114
32 114 1
114 1 32
114 32 1
1 32 115
1 115 32
32 1 115
32 115 1
115 1 32
115 32 1
1 32 116
1 116 32
32 1 116
32 116 1
116 1 32
116 32 1
1 32 117
1 117 32
32 1 117
32 117 1
117 1 32
117 32 1
1 32 118
1 118 32
32 1 118
32 118 1
118 1 32
118 32 1
1 32 119
1 119 32
32 1 119
32 119 1
119 1 32
119 32 1
1 32 120
1 120 32
32 1 120
32 120 1
120 1 32
120 32 1
1 32 121
1 121 32
32 1 121
32 121 1
121 1 32
121 32 1
1 32 122
1 122 32
32 1 122
32 122 1
122 1 32
122 32 1
1 32 123
1 123 32
32 1 123
32 123 1
123 1 32
123 32 1
1 32 124
1 124 32
32 1 124
32 124 1
124 1 32
124 32 1
1 32 125
1 125 32
32 1 125
32 125 1
125 1 32
125 32 1
1 32 126
1 126 32
32 1 126
32 126 1
126 1 32
126 32 1
1 32 127
1 127 32
32 1 127
32 127 1
127 1 32
127 32 1
1 32 128
1 128 32
32 1 128
32 128 1
128 1 32
128 32 1
1 32 129
1 129 32
32 1 129
32 129 1
129 1 32
129 32 1
1 32 130
1 130 32
32 1 130
32 130 1
130 1 32
130 32 1
1 32 131
1 131 32
32 1 131
32 131 1
131 1 32
131 32 1
1 32 132
1 132 32
32 1 132
32 132 1
132 1 32
132 32 1
1 32 133
1 133 32
32 1 133
32 133 1
133 1 32
133 32 1
1 32 134
1 134 32
32 1 134
32 134 1
134 1 32
134 32 1
1 32 135
1 135 32
32 1 135
32 135 1
135 1 32
135 32 1
1 32 136
1 136 32
32 1 136
32 136 1
136 1 32
136 32 1
1 32 137
1 137 32
32 1 137
32 137 1
137 1 32
137 32 1
1 32 138
1 138 32
32 1 138
32 138 1
138 1 32
138 32 1
1 32 139
1 139 32
32 1 139
32 139 1
139 1 32
139 32 1
1 32 140
1 140 32
32 1 140
32 140 1
140 1 32
140 32 1
1 32 141
1 141 32
32 1 141
32 141 1
141 1 32
141 32 1
1 32 142
1 142 32
32 1 142
32 142 1
142 1 32
142 32 1
1 32 143
1 143 32
32 1 143
32 143 1
143 1 32
143 32 1
1 32 144
1 144 32
32 1 144
32 144 1
144 1 32
144 32 1
1 32 145
1 145 32
32 1 145
32 145 1
145 1 32
145 32 1
1 32 146
1 146 32
32 1 146
32 146 1
146 1 32
146 32 1
1 32 147
1 147 32
32 1 147
32 147 1
147 1 32
147 32 1
1 32 148
1 148 32
32 1 148
32 148 1
148 1 32
148 32 1
1 32 149
1 149 32
32 1 149
32 149 1
149 1 32
149 32 1
1 32 150
1 150 32
32 1 150
32 150 1
150 1 32
150 32 1
1 33 34
1 34 33
33 1 34
33 34 1
34 1 33
34 33 1
1 33 35
1 35 33
33 1 35
33 35 1
35 1 33
35 33 1
1 33 36
1 36 33
33 1 36
33 36 1
36 1 33
36 33 1
1 33 37
1 37 33
33 1 37
33 37 1
37 1 33
37 33 1
1 33 38
1 38 33
33 1 38
33 38 1
38 1 33
38 33 1
1 33 39
1 39 33
33 1 39
33 39 1
39 1 33
39 33 1
1 33 40
1 40 33
33 1 40
33 40 1
40 1 33
40 33 1
1 33 41
1 41 33
33 1 41
33 41 1
41 1 33
41 33 1
1 33 42
1 42 33
33 1 42
33 42 1
42 1 33
42 33 1
1 33 43
1 43 33
33 1 43
33 43 1
43 1 33
43 33 1
1 33 44
1 44 33
33 1 44
33 44 1
44 1 33
44 33 1
1 33 45
1 45 33
33 1 45
33 45 1
45 1 33
45 33 1
1 33 46
1 46 33
33 1 46
33 46 1
46 1 33
46 33 1
1 33 47
1 47 33
33 1 47
33 47 1
47 1 33
47 33 1
1 33 48
1 48 33
33 1 48
33 48 1
48 1 33
48 33 1
1 33 49
1 49 33
33 1 49
33 49 1
49 1 33
49 33 1
1 33 50
1 50 33
33 1 50
33 50 1
50 1 33
50 33 1
1 33 51
1 51 33
33 1 51
33 51 1
51 1 33
51 33 1
1 33 52
1 52 33
33 1 52
33 52 1
52 1 33
52 33 1
1 33 53
